"season"|"player"|"team"|"dob"|"height.cm"|"position"
"2017/2018"|"Nanda Kumar"|"Delhi Dynamos FC"|"20/12/1995"|NA|"MF"
"2017/2018"|"Naveen Kumar"|"FC Goa"|"09/01/1989"|NA|"GK"
"2017/2018"|"Pawan Kumar"|"Chennaiyin FC"|"01/07/1990"|"182"|"GK"
"2017/2018"|"Ravi Kumar"|"NorthEast United FC"|"04/07/1993"|"180"|"GK"
"2017/2018"|"Rohit Kumar"|"FC Pune City"|"01/01/1997"|"185"|"MF"
"2017/2018"|"Nishu Kumar Tashni"|"Bengaluru FC"|"05/11/1997"|"178"|"DF"
"2017/2018"|"Njazi Kuqi"|"ATK"|"25/03/1983"|"193"|"FW"
"2017/2018"|"Nemanja Lakic-Pešic"|"Kerala Blasters"|"14/01/1991"|"192"|"DF"
"2017/2018"|"Daniel Lalhlimpuia"|"Bengaluru FC"|"12/09/1997"|"184"|"FW"
"2017/2018"|"Jeje Lalpekhlua"|"Chennaiyin FC"|"07/01/1991"|"173"|"FW"
"2017/2018"|"Fanai Lalrempuia"|"NorthEast United FC"|"11/05/1996"|"173"|"MF"
"2017/2018"|"Jerry Lalrinzuala"|"Chennaiyin FC"|"13/07/1998"|"174"|"DF"
"2017/2018"|"Lalruatthara"|"Kerala Blasters"|"17/01/1995"|"180"|"DF"
"2017/2018"|"Lalthakima Lalthakima"|"Kerala Blasters"|"09/04/1997"|NA|"DF"
"2017/2018"|"Robert Lalthlamuana"|"NorthEast United FC"|"04/09/1988"|"171"|"DF"
"2017/2018"|"Lanzarote"|"FC Goa"|"20/01/1984"|"178"|"MF"
"2017/2018"|"Léo Costa"|"Mumbai City FC"|"03/03/1986"|"181"|"MF"
"2017/2018"|"Kean Lewis"|"FC Pune City"|"19/09/1992"|"170"|"FW"
"2017/2018"|"Lolo"|"FC Pune City"|"22/08/1984"|"182"|"DF"
"2017/2018"|"Joyner Lourenco"|"Bengaluru FC"|"08/09/1991"|NA|"DF"
"2017/2018"|"Munmun Lugun"|"Delhi Dynamos FC"|"05/05/1993"|"176"|"DF"
"2017/2018"|"Jeroen Lumu"|"Delhi Dynamos FC"|"27/05/1995"|"178"|"MF"
"2017/2018"|"Eugeneson Lyngdoh"|"ATK"|"10/09/1986"|"175"|"MF"
"2017/2018"|"Mailson"|"Chennaiyin FC"|"05/02/1988"|"183"|"DF"
"2017/2018"|"Debjit Majumder"|"ATK"|"06/03/1988"|"175"|"GK"
"2017/2018"|"Sawmtea Malsawmzuala"|"Bengaluru FC"|"12/09/1997"|"179"|"MF"
"2017/2018"|"Marcelinho"|"FC Pune City"|"22/06/1987"|"172"|"FW"
"2017/2018"|"Marcinho"|"NorthEast United FC"|"14/05/1986"|"182"|"MF"
"2017/2018"|"Márcio Rosário"|"Mumbai City FC"|"21/11/1983"|"187"|"DF"
"2017/2018"|"Matheus Trindade"|"Jamshedpur FC"|"05/03/1996"|"175"|"MF"
"2017/2018"|"Jerry Mawihmingthanga"|"Jamshedpur FC"|"09/03/1997"|NA|"FW"
"2017/2018"|"Sibongakonke Mbatha"|"ATK"|"01/01/1998"|"155"|"MF"
"2017/2018"|"Ashutosh Mehta"|"ATK"|"21/02/1991"|"176"|"DF"
"2017/2018"|"Loken Meitei"|"Kerala Blasters"|"04/05/1997"|"170"|"FW"
"2017/2018"|"Malemnganba Meitei"|"NorthEast United FC"|"05/02/1992"|NA|"MF"
"2017/2018"|"Sushil Meitei Ahongshangbam"|"NorthEast United FC"|"08/02/1997"|NA|"MF"
"2017/2018"|"Shahinlal Meloly"|"Chennaiyin FC"|"15/02/1990"|NA|"GK"
"2017/2018"|"Memo"|"Jamshedpur FC"|"14/02/1988"|"179"|"MF"
"2017/2018"|"Rene Mihelic"|"Chennaiyin FC"|"05/07/1988"|"175"|"MF"
"2017/2018"|"Miku"|"Bengaluru FC"|"19/08/1985"|"186"|"FW"
"2017/2018"|"Matias Mirabaje"|"Delhi Dynamos FC"|"06/03/1989"|"185"|"MF"
"2017/2018"|"Nallappan Mohanraj"|"ATK"|"23/02/1989"|NA|"DF"
"2017/2018"|"Jayananda Moirangthem"|"Delhi Dynamos FC"|"01/03/1999"|"180"|"DF"
"2017/2018"|"Abhra Mondal"|"Bengaluru FC"|"03/10/1986"|"178"|"GK"
"2017/2018"|"John Mosquera"|"NorthEast United FC"|"15/01/1988"|"192"|"FW"
"2017/2018"|"Zakeer Mundampara"|"Mumbai City FC"|"20/05/1990"|NA|"MF"
"2017/2018"|"Talla N'Diaye"|"Jamshedpur FC"|"05/12/1985"|"178"|"FW"
"2017/2018"|"Sandip Nandy"|"Kerala Blasters"|"15/01/1975"|"177"|"GK"
"2017/2018"|"Holicharan Narzary"|"NorthEast United FC"|"10/05/1994"|"174"|"MF"
"2017/2018"|"Mohammad Nawaz"|"FC Goa"|"21/01/2000"|NA|"GK"
"2017/2018"|"Deependra Singh Negi"|"Kerala Blasters"|"20/11/1998"|"172"|"MF"
"2017/2018"|"Gregory Nelson"|"Chennaiyin FC"|"31/01/1988"|"176"|"MF"
"2017/2018"|"David Ngaihte"|"Delhi Dynamos FC"|"16/12/1989"|"170"|"FW"
"2017/2018"|"Gani Nigam"|"FC Pune City"|NA|NA|"DF"
"2017/2018"|"Rupert Nongrum"|"ATK"|"21/08/1996"|"179"|"MF"
"2017/2018"|"Jude Nworuh"|"Chennaiyin FC"|"09/06/1989"|"170"|"FW"
"2017/2018"|"Odaïr Fortes"|"NorthEast United FC"|"31/03/1987"|"182"|"MF"
"2017/2018"|"Rakesh Oram"|"Mumbai City FC"|"31/10/1997"|NA|"MF"
"2017/2018"|"Erik Paartalu"|"Bengaluru FC"|"03/05/1986"|"193"|"MF"
"2017/2018"|"Subrata Pal"|"Jamshedpur FC"|"24/12/1986"|"183"|"GK"
"2017/2018"|"Sahil Panwar"|"FC Pune City"|"15/12/1999"|NA|"DF"
"2017/2018"|"Rehenesh Paramba"|"NorthEast United FC"|"13/02/1993"|"178"|"GK"
"2017/2018"|"Sumeet Passi"|"Jamshedpur FC"|"18/04/1995"|"179"|"FW"
"2017/2018"|"Martin Paterson"|"ATK"|"10/05/1987"|"178"|"FW"
"2017/2018"|"Sukhadev Patil"|"Delhi Dynamos FC"|"23/01/1998"|NA|"GK"
"2017/2018"|"Paulinho Dias"|"Delhi Dynamos FC"|"13/05/1988"|"174"|"MF"
"2017/2018"|"Courage Pekuson"|"Kerala Blasters"|"02/01/1995"|"177"|"FW"
"2017/2018"|"Keegan Pereira"|"ATK"|"07/11/1987"|"180"|"DF"
"2017/2018"|"Sanju Pradhan"|"Mumbai City FC"|"15/08/1989"|"168"|"MF"
"2017/2018"|"Pulga"|"Kerala Blasters"|"06/11/1985"|"179"|"MF"
"2017/2018"|"Paul Rachubka"|"Kerala Blasters"|"21/05/1981"|"186"|"GK"
"2017/2018"|"Rafa"|"FC Pune City"|"09/04/1985"|"183"|"DF"
"2017/2018"|"Rafa Jordà"|"Mumbai City FC"|"01/01/1984"|"192"|"FW"
"2017/2018"|"Mohammed Rafi"|"Chennaiyin FC"|"24/05/1982"|"179"|"FW"
"2017/2018"|"Vinit Rai"|"Delhi Dynamos FC"|"11/10/1997"|"184"|"MF"
"2017/2018"|"Jewel Raja"|"FC Pune City"|"18/01/1990"|"172"|"MF"
"2017/2018"|"Yumnam Raju"|"Jamshedpur FC"|"03/07/1989"|"170"|"DF"
"2017/2018"|"Mohammad Rakip"|"Kerala Blasters"|"14/05/2000"|NA|"DF"
"2017/2018"|"Lalhmangaihsanga Ralte"|"Delhi Dynamos FC"|"06/07/1988"|"170"|"DF"
"2017/2018"|"Lalrindika Ralte"|"NorthEast United FC"|"07/09/1992"|"173"|"MF"
"2017/2018"|"Lalthummawaia Ralte"|"Bengaluru FC"|"28/11/1992"|"177"|"GK"
"2017/2018"|"Zohmingliana Ralte"|"Bengaluru FC"|"02/10/1987"|"178"|"DF"
"2017/2018"|"Amey Ranawade"|"FC Goa"|"07/03/1998"|"167"|"DF"
"2017/2018"|"Jayesh Rane"|"ATK"|"20/02/1993"|"175"|"FW"
"2017/2018"|"Raphael Augusto"|"Chennaiyin FC"|"06/03/1991"|"181"|"MF"
"2017/2018"|"Lenny Rodrigues"|"Bengaluru FC"|"10/05/1987"|"185"|"MF"
"2017/2018"|"Rowilson Rodrigues"|"Delhi Dynamos FC"|"26/03/1987"|"181"|"DF"
"2017/2018"|"Abhinas Ruidas"|"Mumbai City FC"|"12/10/1994"|"173"|"MF"
"2017/2018"|"Biswajit Saha"|"Mumbai City FC"|"15/12/1987"|NA|"DF"
"2017/2018"|"Baljit Sahni"|"FC Pune City"|"12/01/1987"|NA|"FW"
"2017/2018"|"Sahal Samad"|"Kerala Blasters"|"01/04/1997"|NA|"MF"
"2017/2018"|"Sambinha"|"NorthEast United FC"|"23/09/1992"|"185"|"DF"
"2017/2018"|"Shankar Sampingiraj"|"ATK"|"14/12/1994"|"184"|"MF"
"2017/2018"|"Shubham Sarangi"|"Delhi Dynamos FC"|"24/06/2000"|"179"|"FW"
"2017/2018"|"Kunal Sawant"|"Mumbai City FC"|"23/08/1986"|"188"|"GK"
"2017/2018"|"Karan Sawhney"|"Kerala Blasters"|"23/03/1992"|"184"|"FW"
"2017/2018"|"Maic Sema"|"NorthEast United FC"|"02/12/1988"|"173"|"MF"
"2017/2018"|"Sereno"|"Chennaiyin FC"|"18/05/1985"|"188"|"DF"
"2017/2018"|"Sergio Juste"|"FC Goa"|"12/01/1992"|"181"|"DF"
"2017/2018"|"Samuel Shadap"|"Kerala Blasters"|"26/11/1992"|"178"|"DF"
"2017/2018"|"Hitesh Sharma"|"ATK"|"25/12/1997"|NA|"MF"
"2017/2018"|"Pratesh Shirodkar"|"FC Goa"|"19/02/1989"|"158"|"MF"
"2017/2018"|"Mark Sifneos"|"FC Goa"|"01/01/1996"|"191"|"FW"
"2017/2018"|"Ajay Singh"|"FC Pune City"|"28/03/1989"|NA|"FW"
"2017/2018"|"Amrinder Singh"|"Mumbai City FC"|"27/05/1993"|"186"|"GK"
"2017/2018"|"Balwant Singh"|"Mumbai City FC"|"15/12/1986"|"180"|"FW"
"2017/2018"|"Bidyananda Singh"|"Bengaluru FC"|"27/11/1997"|NA|"MF"
"2017/2018"|"Bikramjit Singh"|"Chennaiyin FC"|"15/10/1992"|"171"|"MF"
"2017/2018"|"Bipin Singh"|"ATK"|"10/03/1995"|"176"|"MF"
"2017/2018"|"Davinder Singh"|"Mumbai City FC"|"23/09/1995"|NA|"DF"
"2017/2018"|"Dhanachandra Singh"|"Chennaiyin FC"|"04/03/1987"|NA|"DF"
"2017/2018"|"Germanpreet Singh"|"Chennaiyin FC"|"24/06/1996"|"175"|"MF"
"2017/2018"|"Gurpreet Singh"|"NorthEast United FC"|"15/07/1995"|NA|"GK"
"2017/2018"|"Gurtej Singh"|"FC Pune City"|"02/05/1990"|"181"|"DF"
"2017/2018"|"Harpreet Singh"|"FC Pune City"|"08/09/1982"|"186"|"DF"
"2017/2018"|"Jackichand Singh"|"Kerala Blasters"|"17/03/1992"|"170"|"FW"
"2017/2018"|"Kamaljit Singh"|"FC Pune City"|"28/12/1995"|"185"|"GK"
"2017/2018"|"Karanjit Singh"|"Chennaiyin FC"|"08/01/1986"|"186"|"GK"
"2017/2018"|"Konsham Singh"|"FC Goa"|"23/11/1996"|"186"|"DF"
"2017/2018"|"Manvir Singh"|"FC Goa"|"06/11/1995"|"187"|"FW"
"2017/2018"|"Milan Singh"|"Kerala Blasters"|"15/05/1992"|"174"|"MF"
"2017/2018"|"Pritam Singh"|"Kerala Blasters"|"10/12/1995"|"174"|"DF"
"2017/2018"|"Reagan Singh"|"NorthEast United FC"|"01/04/1991"|"173"|"DF"
"2017/2018"|"Robin Singh"|"ATK"|"09/05/1990"|"185"|"FW"
"2017/2018"|"Robinson Singh"|"Bengaluru FC"|"03/02/1992"|NA|"MF"
"2017/2018"|"Ronald Singh"|"ATK"|"16/02/1997"|"174"|"MF"
"2017/2018"|"Satiyasen Singh"|"Delhi Dynamos FC"|"12/03/1992"|"178"|"MF"
"2017/2018"|"Sehnaj Singh"|"Mumbai City FC"|"29/07/1993"|"179"|"MF"
"2017/2018"|"Siddarth Singh"|"Jamshedpur FC"|NA|NA|"FW"
"2017/2018"|"Simranjit Singh"|"Delhi Dynamos FC"|"25/01/1992"|NA|"MF"
"2017/2018"|"Thoi Singh"|"Chennaiyin FC"|"05/10/1990"|"168"|"MF"
"2017/2018"|"Udanta Singh"|"Bengaluru FC"|"14/06/1996"|"180"|"FW"
"2017/2018"|"Gurpreet Singh Sandhu"|"Bengaluru FC"|"03/02/1992"|"194"|"GK"
"2017/2018"|"Ajith Sivan"|"Kerala Blasters"|"01/06/1997"|NA|"MF"
"2017/2018"|"Marko Stankovic"|"FC Pune City"|"17/02/1986"|"178"|"MF"
"2017/2018"|"Nim Tamang"|"FC Pune City"|"30/10/1995"|"179"|"DF"
"2017/2018"|"Sahil Tavora"|"Mumbai City FC"|"19/10/1995"|"180"|"MF"
"2017/2018"|"Ryan Taylor"|"ATK"|"19/08/1984"|"173"|"DF"
"2017/2018"|"Tébar"|"FC Pune City"|"07/02/1986"|"185"|"MF"
"2017/2018"|"Anirudh Thapa"|"Chennaiyin FC"|"15/01/1998"|"169"|"MF"
"2017/2018"|"Komal Thatal"|"ATK"|"18/09/2000"|"163"|"FW"
"2017/2018"|"Thiago Santos"|"Mumbai City FC"|"12/04/1995"|"178"|"FW"
"2017/2018"|"Conor Thomas"|"ATK"|"29/10/1993"|"185"|"MF"
"2017/2018"|"Tom Thorpe"|"ATK"|"13/01/1993"|"183"|"DF"
"2017/2018"|"Tiri"|"Jamshedpur FC"|"14/07/1991"|"182"|"DF"
"2017/2018"|"Toni"|"Bengaluru FC"|"04/04/1990"|"175"|"MF"
"2017/2018"|"Kalu Uche"|"Delhi Dynamos FC"|"15/11/1982"|"178"|"FW"
"2017/2018"|"Issac Vanmalsawma"|"FC Pune City"|"15/09/1996"|"174"|"MF"
"2017/2018"|"Víctor Pérez"|"Bengaluru FC"|"12/01/1988"|"176"|"MF"
"2017/2018"|"C.K. Vineeth"|"Kerala Blasters"|"20/05/1988"|"178"|"MF"
"2017/2018"|"Mehrjajuddin Wadoo"|"Mumbai City FC"|"12/02/1984"|"186"|"DF"
"2017/2018"|"Wellington"|"Jamshedpur FC"|"21/02/1990"|"190"|"DF"
"2017/2018"|"Mohammad Yasir"|"FC Goa"|NA|NA|"MF"
"2017/2018"|"Zéquinha"|"ATK"|"07/01/1987"|"183"|"MF"
"2017/2018 playoffs"|"Calvin Abhishek"|"Bengaluru FC"|"13/05/1994"|NA|"GK"
"2017/2018 playoffs"|"Collin Abranches"|"Bengaluru FC"|"12/12/1991"|"170"|"DF"
"2017/2018 playoffs"|"Asheer Akhtar"|"Bengaluru FC"|"14/12/1994"|NA|"DF"
"2017/2018 playoffs"|"Emiliano Alfaro"|"FC Pune City"|"28/04/1988"|"172"|"FW"
"2017/2018 playoffs"|"Mohamed Ali"|"FC Goa"|"21/08/1992"|"178"|"DF"
"2017/2018 playoffs"|"Keenan Almeida"|"Chennaiyin FC"|"10/10/1991"|NA|"DF"
"2017/2018 playoffs"|"Muhammed Ashique Kuruniyan"|"FC Pune City"|"14/06/1997"|NA|"FW"
"2017/2018 playoffs"|"Sanjay Balmuchu"|"Chennaiyin FC"|"05/01/1992"|NA|"MF"
"2017/2018 playoffs"|"Rahul Bheke"|"Bengaluru FC"|"06/12/1990"|"179"|"DF"
"2017/2018 playoffs"|"Boaringdao Bodo"|"Chennaiyin FC"|"17/10/1999"|"172"|"FW"
"2017/2018 playoffs"|"Subashish Bose"|"Bengaluru FC"|"18/08/1995"|"186"|"DF"
"2017/2018 playoffs"|"Hugo Boumous"|"FC Goa"|"24/07/1995"|"172"|"MF"
"2017/2018 playoffs"|"Braulio"|"Bengaluru FC"|"18/09/1985"|"177"|"FW"
"2017/2018 playoffs"|"Bruno Pinheiro"|"FC Goa"|"21/08/1987"|"185"|"DF"
"2017/2018 playoffs"|"Calderón"|"Chennaiyin FC"|"04/01/1982"|"180"|"DF"
"2017/2018 playoffs"|"Fulganco Cardozo"|"Chennaiyin FC"|"23/01/1988"|NA|"DF"
"2017/2018 playoffs"|"Sunil Chhetri"|"Bengaluru FC"|"03/08/1984"|"172"|"FW"
"2017/2018 playoffs"|"Bruno Colaço"|"FC Goa"|"11/10/1991"|NA|"GK"
"2017/2018 playoffs"|"Liston Colaco"|"FC Goa"|"12/11/1998"|NA|"FW"
"2017/2018 playoffs"|"Colunga"|"FC Goa"|"17/11/1984"|"171"|"FW"
"2017/2018 playoffs"|"Coro"|"FC Goa"|"05/01/1983"|"171"|"FW"
"2017/2018 playoffs"|"Anthony D'Souza"|"FC Goa"|"02/03/1987"|"165"|"MF"
"2017/2018 playoffs"|"Daniel Segovia"|"Bengaluru FC"|"23/05/1985"|"190"|"FW"
"2017/2018 playoffs"|"Narayan Das"|"FC Goa"|"25/09/1993"|"178"|"DF"
"2017/2018 playoffs"|"Mandar Dessai"|"FC Goa"|"18/03/1992"|"171"|"MF"
"2017/2018 playoffs"|"Diego"|"FC Pune City"|"15/05/1988"|"174"|"FW"
"2017/2018 playoffs"|"Dimas Delgado"|"Bengaluru FC"|"06/02/1983"|"182"|"MF"
"2017/2018 playoffs"|"Edu Bedia"|"FC Goa"|"23/03/1989"|"184"|"MF"
"2017/2018 playoffs"|"Lalchhuanmawia Fanai"|"FC Pune City"|"14/04/1989"|"182"|"DF"
"2017/2018 playoffs"|"Brandon Fernandes"|"FC Goa"|"20/09/1994"|"171"|"MF"
"2017/2018 playoffs"|"Francis Fernandes"|"Chennaiyin FC"|"25/11/1985"|"167"|"MF"
"2017/2018 playoffs"|"Seriton Fernandes"|"FC Goa"|"26/10/1992"|NA|"DF"
"2017/2018 playoffs"|"Dhanpal Ganesh"|"Chennaiyin FC"|"13/06/1994"|"185"|"MF"
"2017/2018 playoffs"|"Gavilán"|"Chennaiyin FC"|"12/05/1985"|"178"|"MF"
"2017/2018 playoffs"|"Alwyn George"|"Bengaluru FC"|"03/01/1992"|"173"|"MF"
"2017/2018 playoffs"|"Sarthak Golui"|"FC Pune City"|"03/11/1997"|"187"|"DF"
"2017/2018 playoffs"|"Pronay Halder"|"FC Goa"|"25/02/1993"|"174"|"MF"
"2017/2018 playoffs"|"Boithang Haokip"|"Bengaluru FC"|"09/03/1991"|"178"|"MF"
"2017/2018 playoffs"|"Semboi Haokip"|"Bengaluru FC"|"13/03/1993"|"183"|"FW"
"2017/2018 playoffs"|"Ahmed Jahouh"|"FC Goa"|"31/07/1988"|NA|"MF"
"2017/2018 playoffs"|"John Johnson"|"Bengaluru FC"|"16/09/1988"|"182"|"DF"
"2017/2018 playoffs"|"Jonatan Lucca"|"FC Pune City"|"02/06/1994"|"187"|"MF"
"2017/2018 playoffs"|"Jonathan Cardozo"|"FC Goa"|NA|NA|"DF"
"2017/2018 playoffs"|"Juanan"|"Bengaluru FC"|"27/04/1987"|"192"|"DF"
"2017/2018 playoffs"|"Vishal Kaith"|"FC Pune City"|"22/07/1996"|"188"|"GK"
"2017/2018 playoffs"|"Laxmikant Kattimani"|"FC Goa"|"03/05/1989"|"183"|"GK"
"2017/2018 playoffs"|"Harmanjot Khabra"|"Bengaluru FC"|"18/12/1988"|"181"|"MF"
"2017/2018 playoffs"|"Adil Khan"|"FC Pune City"|"07/07/1988"|"177"|"MF"
"2017/2018 playoffs"|"Anuj Kumar"|"FC Pune City"|"24/07/1998"|NA|"GK"
"2017/2018 playoffs"|"Naveen Kumar"|"FC Goa"|"09/01/1989"|NA|"GK"
"2017/2018 playoffs"|"Pawan Kumar"|"Chennaiyin FC"|"01/07/1990"|"182"|"GK"
"2017/2018 playoffs"|"Rohit Kumar"|"FC Pune City"|"01/01/1997"|"185"|"MF"
"2017/2018 playoffs"|"Nishu Kumar Tashni"|"Bengaluru FC"|"05/11/1997"|"178"|"DF"
"2017/2018 playoffs"|"Daniel Lalhlimpuia"|"Bengaluru FC"|"12/09/1997"|"184"|"FW"
"2017/2018 playoffs"|"Jeje Lalpekhlua"|"Chennaiyin FC"|"07/01/1991"|"173"|"FW"
"2017/2018 playoffs"|"Jerry Lalrinzuala"|"Chennaiyin FC"|"13/07/1998"|"174"|"DF"
"2017/2018 playoffs"|"Lanzarote"|"FC Goa"|"20/01/1984"|"178"|"MF"
"2017/2018 playoffs"|"Kean Lewis"|"FC Pune City"|"19/09/1992"|"170"|"FW"
"2017/2018 playoffs"|"Lolo"|"FC Pune City"|"22/08/1984"|"182"|"DF"
"2017/2018 playoffs"|"Joyner Lourenco"|"Bengaluru FC"|"08/09/1991"|NA|"DF"
"2017/2018 playoffs"|"Mailson"|"Chennaiyin FC"|"05/02/1988"|"183"|"DF"
"2017/2018 playoffs"|"Sawmtea Malsawmzuala"|"Bengaluru FC"|"12/09/1997"|"179"|"MF"
"2017/2018 playoffs"|"Marcelinho"|"FC Pune City"|"22/06/1987"|"172"|"FW"
"2017/2018 playoffs"|"Shahinlal Meloly"|"Chennaiyin FC"|"15/02/1990"|NA|"GK"
"2017/2018 playoffs"|"Rene Mihelic"|"Chennaiyin FC"|"05/07/1988"|"175"|"MF"
"2017/2018 playoffs"|"Miku"|"Bengaluru FC"|"19/08/1985"|"186"|"FW"
"2017/2018 playoffs"|"Abhra Mondal"|"Bengaluru FC"|"03/10/1986"|"178"|"GK"
"2017/2018 playoffs"|"Mohammad Nawaz"|"FC Goa"|"21/01/2000"|NA|"GK"
"2017/2018 playoffs"|"Gregory Nelson"|"Chennaiyin FC"|"31/01/1988"|"176"|"MF"
"2017/2018 playoffs"|"Gani Nigam"|"FC Pune City"|NA|NA|"DF"
"2017/2018 playoffs"|"Jude Nworuh"|"Chennaiyin FC"|"09/06/1989"|"170"|"FW"
"2017/2018 playoffs"|"Erik Paartalu"|"Bengaluru FC"|"03/05/1986"|"193"|"MF"
"2017/2018 playoffs"|"Sahil Panwar"|"FC Pune City"|"15/12/1999"|NA|"DF"
"2017/2018 playoffs"|"Rafa"|"FC Pune City"|"09/04/1985"|"183"|"DF"
"2017/2018 playoffs"|"Mohammed Rafi"|"Chennaiyin FC"|"24/05/1982"|"179"|"FW"
"2017/2018 playoffs"|"Jewel Raja"|"FC Pune City"|"18/01/1990"|"172"|"MF"
"2017/2018 playoffs"|"Lalthummawaia Ralte"|"Bengaluru FC"|"28/11/1992"|"177"|"GK"
"2017/2018 playoffs"|"Zohmingliana Ralte"|"Bengaluru FC"|"02/10/1987"|"178"|"DF"
"2017/2018 playoffs"|"Amey Ranawade"|"FC Goa"|"07/03/1998"|"167"|"DF"
"2017/2018 playoffs"|"Raphael Augusto"|"Chennaiyin FC"|"06/03/1991"|"181"|"MF"
"2017/2018 playoffs"|"Lenny Rodrigues"|"Bengaluru FC"|"10/05/1987"|"185"|"MF"
"2017/2018 playoffs"|"Baljit Sahni"|"FC Pune City"|"12/01/1987"|NA|"FW"
"2017/2018 playoffs"|"Sereno"|"Chennaiyin FC"|"18/05/1985"|"188"|"DF"
"2017/2018 playoffs"|"Sergio Juste"|"FC Goa"|"12/01/1992"|"181"|"DF"
"2017/2018 playoffs"|"Pratesh Shirodkar"|"FC Goa"|"19/02/1989"|"158"|"MF"
"2017/2018 playoffs"|"Mark Sifneos"|"FC Goa"|"01/01/1996"|"191"|"FW"
"2017/2018 playoffs"|"Ajay Singh"|"FC Pune City"|"28/03/1989"|NA|"FW"
"2017/2018 playoffs"|"Bidyananda Singh"|"Bengaluru FC"|"27/11/1997"|NA|"MF"
"2017/2018 playoffs"|"Bikramjit Singh"|"Chennaiyin FC"|"15/10/1992"|"171"|"MF"
"2017/2018 playoffs"|"Dhanachandra Singh"|"Chennaiyin FC"|"04/03/1987"|NA|"DF"
"2017/2018 playoffs"|"Germanpreet Singh"|"Chennaiyin FC"|"24/06/1996"|"175"|"MF"
"2017/2018 playoffs"|"Gurtej Singh"|"FC Pune City"|"02/05/1990"|"181"|"DF"
"2017/2018 playoffs"|"Harpreet Singh"|"FC Pune City"|"08/09/1982"|"186"|"DF"
"2017/2018 playoffs"|"Kamaljit Singh"|"FC Pune City"|"28/12/1995"|"185"|"GK"
"2017/2018 playoffs"|"Karanjit Singh"|"Chennaiyin FC"|"08/01/1986"|"186"|"GK"
"2017/2018 playoffs"|"Konsham Singh"|"FC Goa"|"23/11/1996"|"186"|"DF"
"2017/2018 playoffs"|"Manvir Singh"|"FC Goa"|"06/11/1995"|"187"|"FW"
"2017/2018 playoffs"|"Robinson Singh"|"Bengaluru FC"|"03/02/1992"|NA|"MF"
"2017/2018 playoffs"|"Thoi Singh"|"Chennaiyin FC"|"05/10/1990"|"168"|"MF"
"2017/2018 playoffs"|"Udanta Singh"|"Bengaluru FC"|"14/06/1996"|"180"|"FW"
"2017/2018 playoffs"|"Gurpreet Singh Sandhu"|"Bengaluru FC"|"03/02/1992"|"194"|"GK"
"2017/2018 playoffs"|"Marko Stankovic"|"FC Pune City"|"17/02/1986"|"178"|"MF"
"2017/2018 playoffs"|"Nim Tamang"|"FC Pune City"|"30/10/1995"|"179"|"DF"
"2017/2018 playoffs"|"Tébar"|"FC Pune City"|"07/02/1986"|"185"|"MF"
"2017/2018 playoffs"|"Anirudh Thapa"|"Chennaiyin FC"|"15/01/1998"|"169"|"MF"
"2017/2018 playoffs"|"Toni"|"Bengaluru FC"|"04/04/1990"|"175"|"MF"
"2017/2018 playoffs"|"Issac Vanmalsawma"|"FC Pune City"|"15/09/1996"|"174"|"MF"
"2017/2018 playoffs"|"Víctor Pérez"|"Bengaluru FC"|"12/01/1988"|"176"|"MF"
"2017/2018 playoffs"|"Mohammad Yasir"|"FC Goa"|NA|NA|"MF"
